Battery power,Bluetooth,Microprocessor Speed,Double line,MegaPixels,4G,Internal Memory,Thickness,Weight,core number,Rear Camera MP,Resolution Height,Resolution Width,RAM,Battery Shoulder,3G,Touch,WiFi,Price range,color
727,0,2.5,0,0,0,64,0.2,93,0,9,664,700,3654,6,0,0,0,2,Yeşil
322,0,2.3,0,0,0,35,0,57,0,3,443,708,3684,6,0,0,0,2,Gri
987,0,0.3,0,0,0,60,0.4,7,3,9,580,820,3963,20,0,0,0,2,Mavi
260,0,0.6,0,5,0,3,0,6,6,6,65,736,2700,8,0,0,0,0,Sarı
660,0,0.9,0,5,0,23,0,72,5,0,846,634,2676,0,0,0,0,2,Siyah
830,0,0.7,0,7,0,26,0.7,77,5,0,500,620,704,20,0,0,0,4,Turuncu
494,0,0.6,0,4,0,24,0.2,0,0,7,979,90,3604,9,0,0,0,2,Kırmızı
805,0,2.8,0,2,0,33,0.6,59,4,7,607,748,482,2,0,0,0,3,Sarı
869,0,0.9,0,0,0,2,0.6,97,7,3,509,533,3249,2,0,0,0,0,Pembe
28,0,0.5,0,6,0,33,0.6,47,8,7,938,226,440,9,0,0,0,3,Turuncu
832,0,0.7,0,2,0,39,0.7,3,4,3,25,504,799,0,0,0,0,3,Mavi
702,0,0.5,0,6,0,27,0.5,86,2,0,245,309,2000,2,0,0,0,3,Turkuaz
740,0,0.8,0,0,0,2,0.2,23,0,0,935,47,5,9,0,0,0,4,Sarı
926,0,0,0,3,0,50,0.2,79,6,7,370,0,3809,7,0,0,0,2,Turkuaz
740,0,0.8,0,0,0,4,0.7,43,8,0,730,895,3387,3,0,0,0,2,Turkuaz
603,0,0.5,0,8,0,2,0.7,4,6,20,3,284,543,9,0,0,0,3,Mor
778,0,0.5,0,0,0,23,0.5,0,6,0,28,445,3940,3,0,0,0,2,Kahverengi
606,0,0.9,0,3,0,44,0.8,80,3,7,650,608,3366,3,0,0,0,2,Sarı
887,0,3,0,6,0,7,0.2,26,8,7,72,798,3348,6,0,0,0,2,Sarı
487,0,0.5,0,6,0,57,0.7,84,3,2,40,768,2563,4,0,0,0,0,Sarı
479,0,0.8,0,0,0,24,0,46,6,0,327,645,,5,0,0,0,2,Turuncu
996,0,2.8,0,0,0,7,0,38,5,4,937,83,258,6,0,0,0,3,Gri
607,0,0,0,6,0,20,0,92,2,8,776,5,885,4,0,0,0,4,Mor
80,0,2.5,0,3,0,49,0,99,3,7,284,509,325,6,0,0,0,4,Siyah
325,0,0.5,0,0,0,3,0,33,4,8,353,905,3707,8,0,0,0,2,Mavi
628,0,0.5,0,5,0,33,0.9,0,6,8,402,643,3360,3,0,0,0,2,Pembe
768,0,0.9,0,6,0,56,0,3,0,20,408,505,952,6,0,0,0,4,Beyaz
308,0,0.9,0,0,0,60,0.7,6,3,7,59,205,3355,4,0,0,0,2,Yeşil
500,0,2.5,0,0,0,47,0.7,38,2,3,8,70,887,5,0,0,0,4,Kahverengi
692,0,2,0,3,0,60,0.9,76,6,2,975,996,354,9,0,0,0,3,Mor
673,0,0.6,0,2,0,42,0.5,82,5,6,204,679,3094,20,0,0,0,0,Pembe
656,0,0.5,0,8,0,38,0,5,7,7,506,509,499,9,0,0,0,3,Kahverengi
300,0,0.4,0,0,0,33,0.4,5,0,4,806,6,300,9,0,0,0,3,Mor
44,0,0.5,0,0,0,20,0.4,89,0,0,59,724,3252,8,0,0,0,0,Yeşil
77,0,0.7,0,0,0,58,0.8,86,7,3,35,892,3902,3,0,0,0,2,Kahverengi
963,0,0,0,6,0,34,0,57,2,7,36,803,704,2,0,0,0,3,Kırmızı
503,0,0.8,0,0,0,3,0.7,30,0,4,495,688,3007,9,0,0,0,2,Turkuaz
27,0,2.9,0,5,0,57,0.8,63,0,3,928,49,2048,7,0,0,0,3,Mavi
602,0,2.7,0,4,0,46,0.6,8,0,5,273,62,862,2,0,0,0,3,Turuncu
35,0,0.6,0,2,0,44,0.5,99,3,3,236,960,,2,0,0,0,2,Beyaz
696,0,0.5,0,6,0,50,0.3,97,3,8,649,907,2630,9,0,0,0,3,Yeşil
922,0,0.5,0,5,0,42,0.6,53,8,6,725,882,3564,7,0,0,0,2,Turkuaz
993,0,0.5,0,0,0,27,0.3,47,8,0,50,500,2437,9,0,0,0,0,Turkuaz
922,0,0.7,0,0,0,47,0,57,8,4,295,808,464,2,0,0,0,3,Beyaz
426,0,0.8,0,2,0,42,0.6,84,3,0,705,63,356,6,0,0,0,3,Mor
694,0,0.8,0,0,0,53,0,86,6,0,94,208,653,6,0,0,0,0,Turkuaz
949,0,0.5,0,2,0,30,0,45,5,9,837,82,832,9,0,0,0,3,Siyah
42,0,2.7,0,6,0,50,0.8,93,7,8,727,705,3205,20,0,0,0,2,Yeşil
745,0,0.6,0,5,0,35,0.8,2,8,0,89,538,2459,6,0,0,0,3,Turkuaz
825,0,0,0,3,0,7,0,57,4,8,620,773,3030,2,0,0,0,2,Beyaz
42,0,0.2,0,0,0,2,0.6,4,6,0,623,769,747,4,0,0,0,3,Beyaz
835,0,0,0,2,0,7,0.2,0,4,7,323,604,80,5,0,0,0,4,Kırmızı
947,0,0.5,0,0,0,50,0,44,2,5,93,887,2905,6,0,0,0,0,Beyaz
500,0,2.6,0,0,0,33,0,0,6,0,52,897,693,5,0,0,0,3,Yeşil
999,0,0.7,0,6,0,49,0.6,32,0,7,608,970,598,8,0,0,0,3,Yeşil
498,0,0.7,0,3,0,8,0,70,7,4,347,76,3358,9,0,0,0,2,Siyah
787,0,0.5,0,5,0,0,0.6,93,0,6,806,423,2934,4,0,0,0,0,Gri
987,0,2.3,0,9,0,7,0.8,24,7,7,887,274,3885,4,0,0,0,2,Gri
903,0,0,0,0,0,50,0.4,90,0,0,230,235,700,0,0,0,0,4,Yeşil
278,0,0,0,7,0,24,0.8,70,3,6,352,775,3040,0,0,0,0,2,Mor
83,0,2,0,3,0,40,0.7,58,5,5,937,64,543,0,0,0,0,3,Kırmızı
726,0,2.2,0,,0,40,0.8,94,4,20,323,978,342,4,0,0,0,4,Beyaz
904,0,0.5,0,0,0,26,0.7,47,4,0,706,720,22,2,0,0,0,4,Kahverengi
74,0,0.9,0,7,0,30,0,47,4,20,744,244,804,6,0,0,0,4,Siyah
562,0,0.3,0,0,0,7,0.2,90,5,5,642,533,2243,6,0,0,0,0,Kahverengi
803,0,2,0,7,0,7,0,98,4,0,344,440,2680,4,0,0,0,0,Pembe
93,0,2.3,0,7,0,20,0,58,7,3,442,904,958,2,0,0,0,0,Sarı
658,0,0.4,0,0,0,39,0.7,82,0,5,400,522,3483,5,0,0,0,2,Sarı
59,0,0.5,0,0,0,50,0.7,82,8,0,509,545,609,8,0,0,0,4,Yeşil
867,0,0.5,0,0,0,57,0,59,4,0,289,724,2057,8,0,0,0,3,Sarı
939,0,2.8,0,0,0,55,0.6,99,4,0,320,520,47,8,0,0,0,4,Mavi
577,0,0,0,0,0,64,0,5,3,7,6,432,2967,7,0,0,0,2,Pembe
698,0,2,0,5,0,8,0.9,60,6,20,363,994,796,4,0,0,0,4,Kırmızı
470,0,0.7,0,6,0,45,0,20,0,9,777,90,3259,4,0,0,0,2,Gri
827,0,0,0,2,0,8,0.9,60,2,6,448,820,663,7,0,0,0,4,Yeşil
263,0,2,0,0,0,5,0.4,46,6,3,954,609,958,4,0,0,0,0,Kırmızı
5,0,0.8,0,5,0,2,0.5,2,3,4,335,679,2293,2,0,0,0,3,Yeşil
870,0,2,0,4,0,40,0.4,44,8,5,275,966,2727,0,0,0,0,2,Gri
567,0,0.5,0,3,0,22,0.5,9,6,6,545,620,2302,8,0,0,0,0,Sarı
770,0,2.3,0,0,0,9,0.6,83,6,5,98,373,3785,4,0,0,0,2,Yeşil
957,0,0.9,0,0,0,30,0.6,80,3,6,396,732,3800,7,0,0,0,2,Kırmızı
928,0,0.5,0,0,0,56,0.7,80,8,3,220,243,666,5,0,0,0,4,Yeşil
592,0,0.8,0,0,0,52,0.9,3,7,0,332,970,507,4,0,0,0,4,Siyah
899,0,0.6,0,0,0,26,0,50,2,0,96,804,336,4,0,0,0,4,Sarı
783,0,2.9,0,2,0,42,0.7,4,6,8,80,979,387,3,0,0,0,3,Pembe
580,0,2,0,0,0,24,0.4,35,4,5,404,898,3565,8,0,0,0,0,Pembe
84,0,0.5,0,0,0,48,0.6,90,0,6,509,577,3305,4,0,0,0,2,Turkuaz
608,0,0.6,0,8,0,6,0.2,43,0,4,5,602,2262,4,0,0,0,0,Kırmızı
708,0,2.8,0,0,0,59,0.8,3,6,3,85,387,824,3,0,0,0,3,Kırmızı
709,0,0.5,0,0,0,23,0.4,3,6,9,430,727,3990,2,0,0,0,2,Sarı
503,0,0.7,0,0,0,43,0.2,66,4,4,840,304,2022,2,0,0,0,0,Turuncu
900,0,0.4,0,3,0,4,0.7,99,4,4,563,692,2933,0,0,0,0,2,Kırmızı
394,0,0.9,0,0,0,62,0.3,75,5,3,0,565,473,20,0,0,0,4,Mor
502,0,0.6,0,0,0,54,0.4,34,3,2,220,838,3366,0,0,0,0,2,Turuncu
200,0,0.5,0,0,0,63,0,93,5,0,77,462,2394,7,0,0,0,0,Yeşil
840,0,0.9,0,6,0,33,0.7,50,6,7,482,590,2072,9,0,0,0,0,Yeşil
39,0,0.5,0,8,0,47,0.2,30,8,9,384,878,742,5,0,0,0,3,Mor
562,0,0.2,0,0,0,52,0,5,7,9,480,728,2829,3,0,0,0,0,Turuncu
995,0,0.5,0,6,0,26,0.2,29,0,5,649,4,322,7,0,0,0,3,Gri
578,0,0.5,0,9,0,62,0.3,70,5,3,626,34,2977,5,0,0,0,0,Beyaz
827,0,0.6,0,9,0,35,0.2,87,6,7,23,826,2367,5,0,0,0,3,Yeşil
804,0,0,0,2,0,40,0.8,77,2,0,92,406,944,2,0,0,0,3,Turkuaz
469,0,0.5,0,3,0,58,0.5,50,7,8,699,850,570,2,0,0,0,0,Turkuaz
269,0,0.3,0,4,0,52,0.8,8,2,5,597,920,665,5,0,0,0,3,Sarı
908,0,0.9,0,0,0,8,0,23,7,5,653,670,652,4,0,0,0,3,Mor
43,0,0.5,0,7,0,42,0,0,3,8,706,626,902,6,0,0,0,4,Mavi
494,0,0.9,0,2,0,47,0.4,29,2,9,207,77,3202,4,0,0,0,2,Pembe
290,0,0.4,0,9,0,35,0.3,0,4,20,405,742,879,8,0,0,0,4,Siyah
265,0,0.5,0,7,0,49,0.7,82,5,6,690,836,362,2,0,0,0,3,Siyah
550,0,0,0,4,0,50,0,88,5,6,738,995,3844,4,0,0,0,2,Kahverengi
600,0,0.5,0,0,0,4,0.8,2,5,2,320,747,655,9,0,0,0,4,Siyah
957,0,0.2,0,8,0,36,0.8,50,2,9,94,727,5,8,0,0,0,3,Turuncu
899,0,0.5,0,3,0,57,0.9,72,2,8,788,330,364,7,0,0,0,4,Turuncu
328,0,0.5,0,5,0,27,0.3,44,3,8,602,56,2674,5,0,0,0,0,Turkuaz
564,0,0.8,0,0,0,50,0.5,68,3,0,902,980,74,5,0,0,0,4,Mor
367,0,2.9,0,4,0,56,0.8,76,2,6,36,642,299,0,0,0,0,4,Mor
928,0,0.8,0,9,0,9,0,87,3,20,690,580,3777,3,0,0,0,2,Siyah
902,0,2.8,0,6,0,50,0.8,24,8,9,42,393,343,8,0,0,0,4,Beyaz
79,0,0.8,0,0,0,5,0.9,54,5,7,903,429,543,8,0,0,0,4,Kırmızı
67,0,0.7,0,0,0,58,0.5,35,7,0,79,680,706,6,0,0,0,4,Turkuaz
936,0,2,0,0,0,46,0.6,4,3,20,667,36,2552,3,0,0,0,0,Turuncu
9,0,0.5,0,0,0,23,0.4,64,4,0,820,905,3520,7,0,0,0,2,Kırmızı
54,0,0.2,0,0,0,49,0.2,80,8,2,540,499,978,7,0,0,0,4,Mavi
930,0,2,0,0,0,54,0.9,80,0,3,569,763,743,9,0,0,0,0,Kahverengi
727,0,2,0,0,0,57,0.3,58,6,8,376,288,502,6,0,0,0,4,Kahverengi
500,0,0.7,0,3,0,35,0.8,20,3,6,382,228,2509,0,0,0,0,3,Pembe
646,0,2.5,0,3,0,25,0.6,200,2,5,200,608,686,0,0,0,0,4,Sarı
358,0,0.5,0,0,0,36,0.3,55,4,4,565,858,3068,4,0,0,0,2,Turkuaz
464,0,0.5,0,0,0,2,0.9,7,2,4,854,68,3927,5,0,0,0,2,Kırmızı
569,0,0.5,0,3,0,33,0.2,47,0,3,509,930,3538,5,0,0,0,2,Pembe
266,0,0.9,0,0,0,7,0.2,84,3,2,346,468,2532,4,0,0,0,0,Turkuaz
856,0,0,0,4,0,9,0.7,25,6,9,57,930,650,0,0,0,0,4,Pembe
66,0,3,0,6,0,5,0.5,67,5,7,53,504,44,0,0,0,0,4,Beyaz
33,0,0.4,0,3,0,42,0,99,5,2,730,543,457,20,0,0,0,3,Kırmızı
200,0,0.2,0,0,0,28,0.3,30,2,3,58,963,2750,4,0,0,0,0,Pembe
657,0,0.9,0,2,0,20,0,0,8,8,705,905,783,0,0,0,0,4,Mavi
565,0,0.6,0,0,0,50,0,58,2,8,543,703,2056,6,0,0,0,3,Siyah
265,0,0.6,0,4,0,49,0.5,90,0,5,275,687,508,8,0,0,0,3,Turkuaz
538,0,2.3,0,6,0,3,0.2,20,7,7,567,986,494,2,0,0,0,3,Turuncu
42,0,0,0,0,0,6,0.5,98,4,0,739,766,273,6,0,0,0,3,Yeşil
540,0,2.8,0,0,0,28,0.2,65,5,5,796,52,8,7,0,0,0,3,Mavi
340,0,2,0,0,0,36,0.4,7,8,0,473,574,2200,5,0,0,0,3,Kırmızı
930,0,2,0,0,0,6,0.8,86,8,2,900,920,783,3,0,0,0,0,Beyaz
358,0,0.7,0,0,0,60,0.6,47,3,0,889,635,440,3,0,0,0,4,Yeşil
949,0,0.4,0,7,0,57,0.3,45,7,0,950,78,356,9,0,0,0,4,Turuncu
406,0,0.8,0,0,0,20,0,93,4,0,75,578,3872,7,0,0,0,2,Turuncu
74,0,0.7,0,0,0,25,0.8,90,2,8,97,460,285,3,0,0,0,4,Mavi
699,0,0.5,0,6,0,20,0,56,4,20,5,99,80,8,0,0,0,3,Sarı
739,0,2.3,0,2,0,58,0,88,3,4,52,536,475,6,0,0,0,4,Kırmızı
307,0,0.8,0,2,0,43,0.5,3,5,3,79,603,3436,5,0,0,0,2,Mavi
652,0,0,0,0,0,36,0.7,89,4,5,303,264,2338,20,0,0,0,0,Gri
608,0,2,0,2,0,6,0.3,86,0,4,304,688,50,5,0,0,0,4,Turuncu
920,0,2.2,0,2,0,0,0,70,7,8,272,469,3053,0,0,0,0,2,Turkuaz
664,0,2.9,0,9,0,5,0.5,77,7,9,78,929,968,9,0,0,0,0,Mavi
990,0,2,0,2,0,2,0.3,58,5,6,209,678,2004,0,0,0,0,0,Turkuaz
832,0,0.5,0,5,0,22,0.6,98,0,8,343,430,666,20,0,0,0,3,Turkuaz
745,0,0.5,0,4,0,57,0,59,3,6,64,908,2885,5,0,0,0,2,Kırmızı
83,0,0.4,0,2,0,49,0.8,56,5,9,295,503,338,5,0,0,0,4,Beyaz
745,0,2.9,0,0,0,3,0.9,5,3,0,426,629,308,2,0,0,0,3,Yeşil
43,0,2.7,0,3,0,29,0.2,83,8,7,887,893,83,8,0,0,0,4,Mavi
540,0,0.5,0,6,0,5,0.5,9,4,0,536,656,795,4,0,0,0,3,Gri
748,0,0.5,0,0,0,53,0.5,4,4,20,708,9,2633,9,0,0,0,0,Kahverengi
27,0,2.2,0,0,0,63,0.8,2,5,4,52,704,732,3,0,0,0,3,Kırmızı
659,0,2.8,0,5,0,6,0.6,89,0,20,809,902,3255,9,0,0,0,2,Kahverengi
834,0,0.5,0,2,0,27,0.2,23,0,6,420,463,590,20,0,0,0,3,Turkuaz
840,0,0.3,0,6,0,4,0.6,67,8,8,593,672,2304,8,0,0,0,0,Turkuaz
727,0,0.5,0,0,0,32,0,30,7,0,803,377,890,7,0,0,0,3,Pembe
3,0,2.9,0,6,0,6,0.6,9,8,9,90,905,798,0,0,0,0,3,Mavi
702,0,2.3,0,2,0,47,0.6,7,2,9,284,643,595,9,0,0,0,3,Mavi
537,0,2.9,0,0,0,46,0.8,58,4,7,686,305,2857,2,0,0,0,2,Kırmızı
375,0,0.5,0,2,0,35,0,94,2,3,227,772,947,5,0,0,0,3,Mavi
622,0,0.9,0,2,0,0,0.8,93,8,4,760,964,3083,4,0,0,0,0,Mor
635,0,2.6,0,0,0,2,0.6,82,4,0,209,400,2305,2,0,0,0,0,Gri
864,0,2.5,0,0,0,24,0.7,48,4,5,362,378,3964,2,0,0,0,2,Sarı
595,0,2.6,0,7,0,2,0.3,20,8,9,344,655,3608,6,0,0,0,2,Pembe
479,0,0.5,0,8,0,9,0.6,56,3,0,80,476,3323,6,0,0,0,2,Siyah
727,0,2,0,2,0,63,0.6,85,7,8,463,992,2457,7,0,0,0,2,Turkuaz
250,0,0.4,0,8,0,44,0.2,82,7,20,703,0,882,4,0,0,0,3,Mor
793,0,0.8,0,0,0,2,0.5,69,6,7,86,408,3533,5,0,0,0,2,Sarı
3,0,0,0,6,0,29,0.7,0,6,8,990,486,837,6,0,0,0,3,Pembe
509,0,0.6,0,5,0,50,0.3,80,4,8,0,684,540,3,0,0,0,3,Siyah
596,0,2.9,0,7,0,7,0.7,49,2,9,69,90,2493,3,0,0,0,0,Gri
603,0,0.7,0,0,0,64,0.2,56,6,0,842,968,604,8,0,0,0,4,Kahverengi
407,0,0.5,0,0,0,45,0.9,66,4,9,364,29,2029,2,0,0,0,3,Mor
690,0,2.7,0,4,0,33,0.9,8,4,8,950,962,424,5,0,0,0,4,Yeşil
848,0,0.4,0,2,0,42,0.7,79,2,0,54,605,3902,3,0,0,0,2,Mavi
703,0,2,0,9,0,5,0.7,99,6,6,8,963,503,2,0,0,0,3,Turkuaz
948,0,2.8,0,8,0,6,0,0,5,0,630,940,3630,7,0,0,0,2,Beyaz
504,0,2.9,0,0,0,27,0.2,8,3,0,86,800,52,20,0,0,0,3,Kahverengi
500,0,0.7,0,0,0,52,0.7,80,2,0,24,759,3865,7,0,0,0,0,Gri
349,0,2,0,3,0,46,0.9,34,6,2,202,623,2367,0,0,0,0,3,Mavi
642,0,0.6,0,0,0,5,0.4,2,5,2,686,889,333,2,0,0,0,0,Kahverengi
547,0,3,0,2,0,4,0.7,98,3,9,42,832,2059,5,0,0,0,0,Mavi
720,0,0.3,0,0,0,6,0.9,25,0,8,408,862,703,4,0,0,0,3,Gri
975,0,0.5,0,6,0,6,0.9,28,8,0,80,655,2998,3,0,0,0,0,Kahverengi
270,0,2.3,0,0,0,58,0.5,4,5,0,502,706,3299,6,0,0,0,2,Kırmızı
602,0,0.9,0,6,0,6,0.3,2,7,7,360,890,3060,3,0,0,0,2,Turkuaz
893,0,2,0,8,0,63,0.2,34,2,0,637,763,3822,8,0,0,0,2,Mavi
355,0,2.3,0,0,0,23,0.2,32,5,6,650,890,880,8,0,0,0,4,Beyaz
8,0,0.3,0,4,0,2,0.3,69,7,20,208,742,229,4,0,0,0,4,Beyaz
938,0,0.5,0,5,0,44,0.5,20,2,9,299,935,3497,8,0,0,0,2,Mavi
253,0,0.7,0,0,0,34,0.9,3,4,0,60,647,3508,8,0,0,0,2,Sarı
237,0,0.5,0,2,0,27,0,87,8,5,274,603,2454,8,0,0,0,0,Siyah
804,0,0.8,0,2,0,40,0.9,89,0,3,709,808,2027,0,0,0,0,3,Mavi
680,0,0.2,0,6,0,37,0.7,68,4,7,679,230,459,2,0,0,0,3,Kırmızı
262,0,0.8,0,2,0,34,0,49,5,6,223,737,3248,4,0,0,0,0,Gri
63,0,2,0,0,0,27,0.2,86,6,7,200,582,2668,9,0,0,0,0,Gri
930,0,0,0,4,0,4,0.9,44,8,0,7,289,2006,6,0,0,0,3,Kahverengi
969,0,0.8,0,2,0,44,0.6,58,3,7,67,909,640,8,0,0,0,4,Turkuaz
905,0,0,0,6,0,56,0.6,87,8,7,532,448,905,2,0,0,0,4,Turkuaz
999,0,0.8,0,0,0,27,0,67,4,0,20,745,344,5,0,0,0,4,Gri
362,0,2.9,0,0,0,47,0.5,86,6,4,600,42,3629,5,0,0,0,2,Turuncu
264,0,2.9,0,2,0,34,0.2,70,3,3,562,849,409,3,0,0,0,4,Mor
748,0,0.7,0,6,0,4,0.5,46,3,7,859,234,3968,3,0,0,0,2,Mor
657,0,2.4,0,3,0,42,0,98,5,6,770,796,2597,4,0,0,0,2,Sarı
900,0,2,0,0,0,40,0.5,90,8,6,902,596,850,4,0,0,0,3,Turkuaz
563,0,2.4,0,0,0,24,0.2,70,8,0,42,699,3660,5,0,0,0,2,Yeşil
648,0,0.8,0,0,0,60,0,95,4,4,930,800,809,4,0,0,0,4,Turkuaz
880,0,2,0,0,0,50,0.5,94,7,3,6,380,827,6,0,0,0,4,Kırmızı
750,0,2.5,0,0,0,4,0.6,46,8,9,499,952,55,2,0,0,0,3,Siyah
234,0,0.7,0,8,0,7,0.9,74,6,5,209,725,3350,9,0,0,0,0,Turuncu
730,0,0.5,0,9,0,9,0.7,22,4,5,370,677,2787,7,0,0,0,0,Turuncu
76,0,2.5,0,3,0,4,0.2,5,5,4,545,300,2043,4,0,0,0,3,Mavi
703,0,0.5,0,7,0,55,0.7,38,5,9,400,700,2993,20,0,0,0,2,Yeşil
220,0,2.8,0,0,0,54,0.7,9,7,20,383,249,37,5,0,0,0,4,Kırmızı
236,0,2.8,0,6,0,32,0.3,43,4,8,492,403,942,4,0,0,0,4,Turkuaz
73,0,0.5,0,0,0,50,0.5,45,7,0,690,804,2908,8,0,0,0,0,Siyah
508,0,0.6,0,0,0,9,0.4,62,6,2,409,920,2606,0,0,0,0,0,Siyah
70,0,0.7,0,2,0,9,0.3,67,7,9,248,755,263,8,0,0,0,4,Turkuaz
648,0,0.7,0,6,0,64,0.8,70,4,9,53,876,600,6,0,0,0,3,Siyah
702,0,2.5,0,0,0,49,0.6,99,6,3,30,743,400,0,0,0,0,4,Gri
880,0,0.8,0,4,0,8,0.7,38,3,5,70,699,3333,7,0,0,0,2,Mor
494,0,2.4,0,6,0,3,0.9,93,7,7,944,3,208,7,0,0,0,3,Yeşil
66,0,0.5,0,0,0,43,0.8,80,4,0,205,603,3993,7,0,0,0,2,Gri
633,0,0.4,0,0,0,46,0.7,2,6,0,709,905,400,0,0,0,0,3,Mor
880,0,0,0,0,0,64,0.5,60,3,6,5,636,2000,6,0,0,0,3,Mor
60,0,0.3,0,0,0,20,0.6,26,8,2,308,69,3336,4,0,0,0,2,Turuncu
678,0,2.3,0,0,0,7,0.5,92,0,4,408,763,574,9,0,0,0,4,Mor
578,0,0.9,0,2,0,37,0,38,4,9,400,226,2458,3,0,0,0,0,Mor
35,0,2.8,0,9,0,43,0.4,58,0,0,690,589,3204,6,0,0,0,2,Mor
402,0,0.6,0,9,0,57,0.2,86,3,0,2,660,853,8,0,0,0,3,Beyaz
382,0,0.5,0,7,0,3,0.3,99,2,8,602,709,2073,9,0,0,0,3,Kırmızı
260,0,0.5,0,3,0,52,0.3,86,2,9,605,429,365,6,0,0,0,3,Kahverengi
802,0,0.2,0,8,0,27,0.5,6,5,6,453,963,885,7,0,0,0,0,Turuncu
20,0,0.5,0,3,0,7,0.7,96,3,8,870,603,42,8,0,0,0,3,Sarı
45,0,0.2,0,3,0,40,0,75,6,7,78,564,2037,2,0,0,0,0,Kahverengi
97,0,0.4,0,0,0,60,0.8,80,0,7,405,509,509,2,0,0,0,4,Siyah
249,0,0.5,0,3,0,55,0.8,40,3,8,605,93,530,3,0,0,0,4,Kahverengi
972,0,0.7,0,0,0,54,0.7,7,3,4,680,50,900,9,0,0,0,3,Beyaz
635,0,0.5,0,9,0,6,0,0,7,7,599,299,2452,8,0,0,0,0,Turuncu
334,0,2.4,0,5,0,42,0.6,5,5,4,87,974,2542,8,0,0,0,2,Beyaz
569,0,2.5,0,0,0,40,0.3,24,0,0,388,605,2650,4,0,0,0,3,Siyah
38,0,0,0,5,0,48,0.6,9,3,4,233,777,2048,8,0,0,0,0,Beyaz
777,0,2.6,0,3,0,30,0.9,48,5,7,89,43,3886,7,0,0,0,2,Beyaz
95,0,2.6,0,0,0,44,0.7,3,4,5,838,66,3209,8,0,0,0,2,Pembe
206,0,3,0,0,0,30,0.6,27,3,3,580,703,825,4,0,0,0,0,Siyah
900,0,2.2,0,0,0,28,0.5,82,2,2,57,763,2638,3,0,0,0,3,Mavi
242,0,0,0,0,0,0,0.6,65,2,0,459,225,50,4,0,0,0,4,Beyaz
404,0,2,0,6,0,44,0.9,50,0,20,703,880,96,5,0,0,0,3,Kahverengi
349,0,2,0,5,0,62,0.3,4,5,6,592,772,2756,4,0,0,0,0,Mor
567,0,2,0,3,0,22,0.8,53,3,9,90,326,3990,0,0,0,0,2,Beyaz
735,0,0.9,0,0,0,59,0.7,48,6,0,37,846,3230,9,0,0,0,2,Yeşil
503,0,0.5,0,6,0,44,0,86,4,2,609,867,343,9,0,0,0,4,Beyaz
554,0,0.3,0,0,0,2,0,5,6,0,85,806,3764,4,0,0,0,0,Turuncu
490,0,0.5,0,4,0,64,0.3,50,8,8,407,464,3600,7,0,0,0,2,Turuncu
880,0,0.5,0,0,0,7,0.6,4,4,0,890,9,2968,3,0,0,0,2,Sarı
598,0,0.8,0,8,0,62,0,7,8,9,8,764,3066,9,0,0,0,0,Yeşil
75,0,0.3,0,2,0,9,0.3,64,7,9,873,394,944,9,0,0,0,3,Pembe
868,0,2,0,0,0,42,0.2,69,0,4,347,660,3030,7,0,0,0,2,Sarı
836,0,0,0,0,0,4,0.7,4,5,0,68,68,2469,7,0,0,0,0,Turuncu
544,0,0.5,0,2,0,7,0.2,29,5,5,227,600,675,7,0,0,0,4,Kırmızı
200,0,0.5,0,0,0,0,0.4,98,6,5,50,723,726,3,0,0,0,4,Beyaz
924,0,0.5,0,3,0,63,0.3,0,2,0,22,686,3423,9,0,0,0,2,Pembe
665,0,0.7,0,0,0,30,0,85,5,2,496,804,690,5,0,0,0,4,Turuncu
224,0,0.5,0,6,0,6,0.4,9,6,8,747,826,506,0,0,0,0,4,Turuncu
595,0,0.9,0,0,0,63,0.9,88,0,20,475,988,908,6,0,0,0,3,Gri
429,0,0.5,0,0,0,40,0.9,0,3,4,246,820,3945,8,0,0,0,2,Turkuaz
470,0,2.2,0,4,0,33,0.4,38,7,0,790,988,633,4,0,0,0,0,Siyah
523,0,2.4,0,5,0,57,0.2,7,2,6,247,539,3970,0,0,0,0,2,Turuncu
862,0,0.5,0,0,0,62,0,82,0,2,386,46,7,9,0,0,0,3,Gri
550,0,0.5,0,6,0,23,0,45,2,7,486,930,302,8,0,0,0,4,Beyaz
403,0,2.7,0,2,0,26,0,64,5,3,460,250,3370,9,0,0,0,2,Turuncu
66,0,0.6,0,5,0,39,0.6,30,5,7,400,586,2728,7,0,0,0,0,Turuncu
608,0,0.8,0,7,0,28,0.4,83,2,3,3,58,489,8,0,0,0,4,Gri
977,0,0.3,0,2,0,30,0.4,73,8,6,45,356,2640,7,0,0,0,2,Mor
875,0,0.7,0,0,0,30,0.7,46,8,8,469,853,702,5,0,0,0,4,Mor
8,0,0.7,0,7,0,63,0,55,5,8,856,883,3048,2,0,0,0,0,Beyaz
672,0,0.5,0,0,0,54,0.9,95,4,0,578,43,667,4,0,0,0,4,Turuncu
375,0,0,0,3,0,9,0.9,45,7,9,475,726,3869,0,0,0,0,2,Gri
476,0,0.5,0,0,0,43,0.7,48,2,2,789,972,3644,6,0,0,0,2,Turkuaz
62,0,2,0,0,0,56,0.7,4,7,0,56,997,652,20,0,0,0,3,Sarı
454,0,0.6,0,6,0,20,0.2,60,4,0,86,0,709,0,0,0,0,4,Pembe
420,0,2.8,0,0,0,50,0,0,8,8,94,393,763,7,0,0,0,4,Beyaz
